Año,Trimestre,Provincia,512kbps,512kbps-1mbps,1mbps-6mbps,6mbps-10mbps,10mbps-20mbps,20mbps-30mbps,30mbps,Mbps
2020,1,Jujuy,55.0,182.0,33.120,9.979,26.693,166.0,7.349,1.414
2020,1,La Pampa,293.0,811.0,72.740,7.199,3.029,1.342,2.113,729.0
2020,1,La Rioja,21.0,1.0,37.209,5.158,4.64,22.0,1.294,796.0
2020,1,Mendoza,58.0,40.0,140.410,12.285,17.489,2.86,3.818,844.0
2020,1,Misiones,71.0,524.0,36.622,21.271,26.433,11.581,26.313,2.215
2020,1,Neuquén,218.0,327.0,60.152,5.257,7.123,5.399,43.738,2.777
2020,1,Río Negro,114.0,466.0,69.154,2.93,7.857,3.199,25.488,1.906
2020,1,Salta,129.0,514.0,38.537,63.714,17.991,8.625,34.744,2.143
2020,1,San Juan,48.0,194.0,59.787,1.594,1.292,40.0,127,604.0
2020,1,San Luis,105.0,0.0,11.322,4.164,525.0,58.258,5,2.099
2020,1,Santa Cruz,67.0,11.0,27.447,4.993,5.169,529.0,119,642.0
2020,1,Santa Fe,696.0,2.994,217.553,196.826,104.56,48.448,173.823,2.242
2020,1,Santiago Del Estero,133.0,1.779,33.086,56.884,3.737,135.0,2.799,1.0
2020,1,Tierra Del Fuego,11.0,1.0,22.976,5.024,1.834,196.0,518,741.0
2020,1,Tucumán,52.0,97.0,49.555,50.383,31.096,1.73,67.536,3.225
2019,4,Buenos Aires,33.489,27.537,1.177.446,262.297,247.106,452.57,1.465.133,3.077
2019,4,Capital Federal,307.0,15.0,177.098,110.218,110.852,205.81,753.805,4.42
2019,4,Catamarca,63.0,0.0,9.945,7.619,9.305,804.0,7.477,2.488
2019,4,Chaco,83.0,0.0,25.899,18.959,30.902,13.516,21.556,2.337
2019,4,Chubut,158.0,4.0,69.405,12.945,7.615,1.24,614,699.0
2019,4,Córdoba,142.0,0.0,232.781,118.232,109.33,114.111,221.742,2.616
2019,4,Corrientes,72.0,0.0,35.055,20.62,27.367,9.981,15.744,1.926
2019,4,Entre Ríos,47.0,0.0,88.203,44.511,42.962,18.976,30.153,1.701
2019,4,Formosa,1.127,191.0,24.606,6.319,6.788,1.766,5.671,1.453
2019,4,Jujuy,55.0,0.0,32.920,9.632,26.764,102.0,5.286,1.296
2019,4,La Pampa,293.0,313.0,76.747,6.9,1.951,1.287,1.342,653.0
2019,4,La Rioja,21.0,0.0,37.846,5.045,4.763,22.0,1.305,800.0
2019,4,Mendoza,746.0,9.0,145.139,12.955,15.237,2.165,2.628,779.0
2019,4,Misiones,71.0,0.0,39.664,20.84,27.305,15.626,20.799,2.032
2019,4,Neuquén,218.0,1.0,57.370,4.439,7.357,12.059,35.001,2.602
2019,4,Río Negro,114.0,0.0,71.847,2.797,8.558,6.968,19.837,1.718
2019,4,Salta,149.0,1.0,42.159,67.656,15.369,14.17,25.821,1.908
2019,4,San Juan,48.0,1.0,60.626,1.594,1.292,40.0,127,604.0
2019,4,San Luis,105.0,0.0,11.901,4.164,525.0,55.216,3,2.069
2019,4,Santa Cruz,67.0,0.0,32.368,4.346,2.224,7.0,8,521.0
2019,4,Santa Fe,698.0,0.0,230.234,190.664,113.527,70.998,135.576,2.055
2019,4,Santiago Del Estero,133.0,908.0,34.911,56.309,3.756,105.0,2.449,979.0
2019,4,Tierra Del Fuego,11.0,0.0,23.593,5.05,1.848,139.0,1.962,727.0
2019,4,Tucumán,55.0,0.0,54.544,52.017,28.916,6.405,56.707,2.987
2019,3,Buenos Aires,238.92,44.648,1.432.722,222.812,260.506,483.572,1.246.209,2.568
2019,3,Capital Federal,104.0,368.0,269.704,120.924,138.011,258.591,655.108,3.871
2019,3,Catamarca,34.0,43.0,14.449,9.285,6.333,72.0,15,929.0
2019,3,Chaco,69.0,1.216,32.764,28.198,13.336,12.987,16.740,1.999
2019,3,Chubut,74.0,840.0,62.680,13.033,7.171,1.24,614,697.0
2019,3,Córdoba,83.0,5.824,240.151,106.651,118.486,146.247,157.546,2.319
2019,3,Corrientes,10.0,597.0,42.231,29.628,10.348,10.388,12.674,1.67
2019,3,Entre Ríos,19.0,4.446,99.656,56.161,17.064,21.216,22.645,1.47
2019,3,Formosa,1.11,349.0,24.943,6.049,7.117,2.262,4.443,1.322
2019,3,Jujuy,27.0,885.0,31.722,9.24,26.835,56.0,3.671,1.197
2019,3,La Pampa,237.0,3.289,75.849,5.922,1.611,1.359,941,572.0
2019,3,La Rioja,9.0,10.0,38.657,4.786,4.887,22.0,1.307,800.0
2019,3,Mendoza,21.0,1.269,206.821,2.958,10.093,1.263,349,611.0
2019,3,Misiones,47.0,1.928,43.530,29.375,11.256,16.107,16.650,1.793
2019,3,Neuquén,45.0,2.258,62.909,4.586,9.597,16.923,28.458,2.375
2019,3,Río Negro,47.0,1.234,87.435,2.348,9.779,10.176,15.505,1.598
2019,3,Salta,49.0,900.0,43.160,62.23,14.309,11.418,12.357,1.475
2019,3,San Juan,22.0,171.0,68.315,2.245,1.267,41.0,128,604.0
2019,3,San Luis,57.0,100.0,18.643,5.113,467.0,62.242,5,1.974
2019,3,Santa Cruz,28.0,84.0,31.612,4.472,1.203,27.0,4,502.0
2019,3,Santa Fe,640.0,8.184,242.454,193.286,107.068,84.325,97.082,1.817
2019,3,Santiago Del Estero,39.0,1.832,35.554,55.172,3.612,86.0,1.836,939.0
2019,3,Tierra Del Fuego,6.0,14.0,32.133,4.692,1.756,82.0,226,669.0
2019,3,Tucumán,16.0,110.0,71.043,47.693,24.354,843.0,20.385,1.932
2019,2,Buenos Aires,199.768,46.852,1.436.259,217.785,438.663,502.275,985.767,2.248
2019,2,Capital Federal,74.0,1.027,281.370,124.087,239.691,296.155,475.991,3.035
2019,2,Catamarca,34.0,43.0,16.631,8.67,6.049,34.0,10,881.0
2019,2,Chaco,69.0,1.383,38.488,26.431,16.789,15.348,9.904,1.601
2019,2,Chubut,66.0,3.952,69.032,10.049,1.495,74.0,165,605.0
2019,2,Córdoba,81.0,8.165,248.427,100.512,157.458,170.159,76.053,1.843
2019,2,Corrientes,10.0,3.012,40.424,27.774,13.114,11.928,7.119,1.383
2019,2,Entre Ríos,18.0,5.905,100.687,52.316,23.196,24.221,10.664,1.219
2019,2,Formosa,1.11,349.0,26.512,5.399,8.384,2.639,2.258,1.084
2019,2,Jujuy,27.0,940.0,26.233,8.441,26.7,27.0,2.600,1.207
2019,2,La Pampa,236.0,3.289,75.406,5.191,1.366,1.445,629,549.0
2019,2,La Rioja,9.0,11.0,39.819,4.297,4.857,13.0,1.298,789.0
2019,2,Mendoza,20.0,2.522,205.165,2.971,10.092,1.256,234,603.0
2019,2,Misiones,47.0,2.226,45.769,27.385,15.408,18.882,8.129,1.45
2019,2,Neuquén,302.0,3.038,61.776,4.688,17.318,21.21,14.132,1.724
2019,2,Río Negro,384.0,1.354,86.366,2.201,10.291,12.407,6.907,1.163
2019,2,Salta,49.0,974.0,59.638,36.923,16.961,14.059,6.461,1.255
2019,2,San Juan,22.0,213.0,60.913,2.177,785.0,7.0,4,612.0
2019,2,San Luis,57.0,102.0,16.575,4.964,467.0,57.236,5,1.988
2019,2,Santa Cruz,25.0,84.0,24.861,3.806,1.202,28.0,4,601.0
2019,2,Santa Fe,321.0,8.427,300.124,125.176,129.741,100.131,49.865,1.507
2019,2,Santiago Del Estero,39.0,1.832,63.268,21.362,3.741,108.0,1.205,710.0
2019,2,Tierra Del Fuego,6.0,123.0,41.824,4.241,1.573,96.0,32,634.0
2019,2,Tucumán,16.0,157.0,78.891,44.296,24.291,628.0,18.394,1.853
2019,1,Buenos Aires,162.513,72.296,1.429.964,202.511,576.428,576.859,705.769,1.964
2019,1,Capital Federal,74.0,7.417,283.787,131.007,330.122,365.713,283.463,2.472
2019,1,Catamarca,34.0,1.708,18.761,6.443,5.606,29.0,7,796.0
2019,1,Chaco,69.0,3.801,38.719,25.632,18.965,12.393,6.368,1.344
2019,1,Chubut,66.0,3.938,71.077,6.571,787.0,74.0,165,589.0
2019,1,Córdoba,81.0,20.403,242.769,96.997,200.681,127.965,50.716,1.573
2019,1,Corrientes,10.0,6.47,38.402,26.562,15.498,9.688,5.029,1.205
2019,1,Entre Ríos,18.0,9.217,107.013,50.068,28.957,18.146,7.619,1.066
2019,1,Formosa,1.11,3.023,23.085,5.301,9.027,2.099,1.654,983.0
2019,1,Jujuy,27.0,2.817,30.727,7.811,4.021,30.0,1.141,856.0
2019,1,La Pampa,236.0,8.327,70.538,4.466,1.061,1.354,405,506.0
2019,1,La Rioja,9.0,1.169,40.285,4.088,5.216,17.0,869,709.0
2019,1,Mendoza,20.0,1.786,205.383,2.837,5.702,111.0,140,574.0
2019,1,Misiones,47.0,5.946,45.266,25.89,19.111,16.552,5.167,1.251
2019,1,Neuquén,1.328,3.055,52.360,1.781,21.452,17.135,11.026,1.588
2019,1,Río Negro,384.0,1.583,84.845,2.037,13.615,9.567,5.076,1.049
2019,1,Salta,49.0,4.232,59.244,36.473,22.91,10.861,2.242,1.038
2019,1,San Juan,22.0,229.0,62.380,266.0,520.0,3.0,2,584.0
2019,1,San Luis,57.0,120.0,21.380,53.214,345.0,6.0,2,871.0
2019,1,Santa Cruz,25.0,128.0,21.990,2.731,702.0,26.0,4,578.0
2019,1,Santa Fe,333.0,29.35,296.798,122.959,153.212,74.575,36.502,1.299
2019,1,Santiago Del Estero,39.0,3.372,62.895,20.691,3.959,85.0,494,642.0
2019,1,Tierra Del Fuego,6.0,131.0,38.851,3.623,641.0,80.0,29,634.0
2019,1,Tucumán,16.0,5.188,82.240,42.877,26.21,847.0,14.839,1.657
2018,4,Buenos Aires,134.673,73.761,1.422.463,194.426,577.679,949.093,265.386,1.693
2018,4,Capital Federal,74.0,7.388,283.281,143.309,330.496,437.662,186.810,2.294
2018,4,Catamarca,34.0,1.669,17.955,6.425,5.461,29.0,7,804.0
2018,4,Chaco,69.0,3.405,36.437,25.633,18.965,12.393,6.368,1.349
2018,4,Chubut,66.0,3.917,66.061,6.215,531.0,623.0,165,609.0
2018,4,Córdoba,81.0,24.102,228.475,97.277,201.639,128.053,48.809,1.581
2018,4,Corrientes,10.0,6.438,37.376,26.562,15.498,9.688,5.029,1.214
2018,4,Entre Ríos,18.0,8.769,94.780,50.027,29.002,18.146,7.612,1.102
2018,4,Formosa,1.11,3.074,22.962,5.285,9.027,2.092,1.654,982.0
2018,4,Jujuy,27.0,2.803,30.727,7.811,4.021,30.0,1.141,856.0
2018,4,La Pampa,241.0,7.727,70.508,3.661,978.0,1.328,270,432.0
2018,4,La Rioja,9.0,1.164,40.285,4.088,5.216,17.0,869,709.0
2018,4,Mendoza,20.0,1.463,197.450,2.494,4.726,19.0,132,575.0
2018,4,Misiones,47.0,5.981,43.267,26.019,19.226,16.566,5.167,1.25
2018,4,Neuquén,1.328,3.044,52.313,1.781,21.452,17.135,11.025,1.589
2018,4,Río Negro,384.0,1.225,83.412,643.0,13.44,9.569,5.070,1.049
2018,4,Salta,49.0,3.659,58.492,36.365,22.91,10.861,2.242,1.046
2018,4,San Juan,22.0,1.465,59.811,180.0,312.0,1.0,1,572.0
2018,4,San Luis,57.0,109.0,19.164,53.183,119.0,62.0,2,882.0
2018,4,Santa Cruz,25.0,115.0,23.107,779.0,206.0,1.0,4,512.0
2018,4,Santa Fe,335.0,31.397,276.301,121.009,152.039,74.432,36.427,1.318
2018,4,Santiago Del Estero,39.0,3.25,61.347,20.127,3.686,77.0,483,631.0
2018,4,Tierra Del Fuego,6.0,27.0,29.919,6.323,9.894,24.0,67,744.0
2018,4,Tucumán,16.0,5.244,82.089,42.766,26.111,847.0,14.839,1.658
2018,3,Buenos Aires,991.0,80.459,1.445.733,190.805,636.09,897.964,237.248,1.678
2018,3,Capital Federal,73.0,8.493,287.919,147.253,370.677,415.02,165.055,2.164
2018,3,Catamarca,34.0,1.994,18.475,6.358,5.32,34.0,7,781.0
2018,3,Chaco,70.0,3.503,38.729,24.916,20.335,11.085,5.667,1.289
2018,3,Chubut,67.0,3.951,91.096,6.162,531.0,623.0,164,608.0
2018,3,Córdoba,81.0,24.767,224.471,96.372,221.984,109.333,39.854,1.482
2018,3,Corrientes,11.0,6.754,38.364,24.953,16.601,8.357,4.419,1.149
2018,3,Entre Ríos,18.0,9.048,96.095,45.651,31.353,15.111,6.786,1.052
2018,3,Formosa,1.11,3.365,22.624,5.259,9.336,1.729,1.434,932.0
2018,3,Jujuy,345.0,3.02,29.048,7.756,4.066,39.0,623,767.0
2018,3,La Pampa,242.0,8.417,68.507,3.153,920.0,1.189,216,428.0
2018,3,La Rioja,9.0,1.291,40.647,4.138,5.425,20.0,339,616.0
2018,3,Mendoza,20.0,1.525,199.297,2.476,4.727,27.0,129,579.0
2018,3,Misiones,48.0,5.749,39.617,24.747,21.212,14.674,4.547,1.249
2018,3,Neuquén,1.396,2.244,55.822,1.647,23.785,15.218,9.718,1.467
2018,3,Río Negro,409.0,5.221,75.929,512.0,14.912,8.47,4.332,1.006
2018,3,Salta,116.0,3.721,61.795,32.782,25.582,9.224,502,927.0
2018,3,San Juan,22.0,1.326,62.525,180.0,312.0,3.0,1,574.0
2018,3,San Luis,57.0,109.0,19.170,52.94,119.0,63.0,2,881.0
2018,3,Santa Cruz,26.0,116.0,32.815,778.0,206.0,1.0,3,537.0
2018,3,Santa Fe,467.0,36.786,269.211,115.907,162.545,62.479,31.266,1.236
2018,3,Santiago Del Estero,41.0,2.55,60.260,19.116,3.806,64.0,265,578.0
2018,3,Tierra Del Fuego,6.0,187.0,41.569,2.27,231.0,24.0,13,599.0
2018,3,Tucumán,16.0,5.993,81.559,43.282,27.062,941.0,12.187,1.526
2018,2,Buenos Aires,1.009,81.354,1.459.443,295.457,816.056,536.049,199.589,1.468
2018,2,Capital Federal,73.0,9.234,290.291,219.166,445.345,264.805,142.253,1.894
2018,2,Catamarca,34.0,2.414,14.624,6.112,4.347,36.0,6,769.0
2018,2,Chaco,70.0,2.968,34.167,24.282,21.887,9.251,4.630,1.25
2018,2,Chubut,67.0,4.471,85.598,5.369,4.0,5.0,9,533.0
2018,2,Córdoba,81.0,21.779,219.630,102.596,244.291,78.852,34.950,1.388
2018,2,Corrientes,11.0,7.047,38.268,24.066,17.926,6.78,3.862,1.088
2018,2,Entre Ríos,18.0,8.179,94.459,44.57,34.281,12.012,5.920,1.019
2018,2,Formosa,1.11,3.568,22.409,5.176,9.727,1.313,1.243,897.0
2018,2,Jujuy,345.0,3.32,29.319,8.083,3.977,44.0,7,629.0
2018,2,La Pampa,244.0,8.797,68.083,2.409,965.0,969.0,179,410.0
2018,2,La Rioja,9.0,1.384,40.679,4.198,5.64,20.0,15,559.0
2018,2,Mendoza,20.0,1.658,164.596,515.0,266.0,17.0,72,588.0
2018,2,Misiones,48.0,6.092,39.489,23.569,23.747,11.888,3.866,1.176
2018,2,Neuquén,1.396,2.408,56.035,1.314,26.417,12.442,8.551,1.337
2018,2,Río Negro,409.0,5.298,75.056,523.0,16.48,6.663,3.725,951.0
2018,2,Salta,116.0,3.99,61.763,33.285,28.431,7.239,182,893.0
2018,2,San Juan,22.0,1.378,57.591,11.0,0.0,3.0,0,585.0
2018,2,San Luis,57.0,101.0,11.992,11.0,0.0,7.0,2,590.0
2018,2,Santa Cruz,26.0,120.0,28.600,655.0,100.0,1.0,3,519.0
2018,2,Santa Fe,744.0,34.267,262.603,112.143,175.54,50.525,26.512,1.175
2018,2,Santiago Del Estero,41.0,2.717,41.362,18.721,3.278,31.0,31,591.0
2018,2,Tierra Del Fuego,6.0,188.0,40.912,2.217,75.0,0.0,0,594.0
2018,2,Tucumán,16.0,6.735,79.899,44.968,27.059,1.084,8.784,1.351
2018,1,Buenos Aires,1.514,74.766,1.445.752,292.732,886.678,480.237,184.203,1.42
2018,1,Capital Federal,89.0,10.039,292.566,222.737,487.826,227.953,127.384,1.775
2018,1,Catamarca,34.0,2.896,14.770,6.145,3.539,41.0,4,820.0
2018,1,Chaco,70.0,3.261,32.516,24.488,23.296,8.219,3.897,1.244
2018,1,Chubut,67.0,4.314,83.161,5.358,4.0,5.0,9,542.0
2018,1,Córdoba,281.0,23.922,222.815,104.3,266.259,57.137,29.228,1.279
2018,1,Corrientes,11.0,5.005,37.152,24.038,19.068,5.89,3.256,1.112
2018,1,Entre Ríos,18.0,8.861,90.080,45.599,37.401,9.818,5.071,988.0
2018,1,Formosa,1.11,3.803,10.092,5.117,10.061,1.091,1.046,1.106
2018,1,Jujuy,345.0,4.807,27.219,8.044,3.925,49.0,4,674.0
2018,1,La Pampa,245.0,8.119,67.104,1.616,1.076,614.0,98,400.0
2018,1,La Rioja,9.0,1.485,40.680,4.217,5.831,19.0,1,589.0
2018,1,Mendoza,20.0,1.662,164.599,501.0,266.0,19.0,72,588.0
2018,1,Misiones,48.0,4.7,35.820,23.291,26.223,10.241,3.219,1.208
2018,1,Neuquén,1.396,2.367,59.468,1.311,29.012,9.709,7.378,1.196
2018,1,Río Negro,409.0,5.333,74.894,530.0,17.997,4.972,3.129,898.0
2018,1,Salta,116.0,4.459,60.334,33.088,30.771,5.145,88,919.0
2018,1,San Juan,22.0,1.058,57.078,11.0,0.0,3.0,0,585.0
2018,1,San Luis,57.0,101.0,11.920,11.0,0.0,7.0,2,589.0
2018,1,Santa Cruz,26.0,120.0,28.600,655.0,100.0,1.0,3,519.0
2018,1,Santa Fe,1.359,33.639,262.008,108.576,188.9,39.589,22.801,1.117
2018,1,Santiago Del Estero,41.0,2.91,41.298,18.914,3.449,33.0,2,625.0
2018,1,Tierra Del Fuego,6.0,307.0,33.987,2.0,0.0,0.0,0,577.0
2018,1,Tucumán,16.0,7.472,78.811,45.675,26.405,1.218,7.082,936.0
2017,4,Buenos Aires,3.865,55.046,1.551.194,264.645,712.513,335.14,151.747,1.297
2017,4,Capital Federal,314.0,31.411,517.018,284.04,458.12,178.396,114.939,1.52
2017,4,Catamarca,34.0,3.182,15.315,5.904,2.927,43.0,2,778.0
2017,4,Chaco,70.0,3.432,37.144,24.088,20.123,7.29,3.289,1.17
2017,4,Chubut,67.0,4.313,83.676,5.355,7.0,5.0,9,541.0
2017,4,Córdoba,291.0,25.411,280.837,102.892,217.602,40.898,24.251,1.164
2017,4,Corrientes,11.0,5.22,41.080,23.686,16.046,5.053,2.675,1.038
2017,4,Entre Ríos,1.685,9.078,95.466,45.189,30.01,7.958,4.113,930.0
2017,4,Formosa,1.11,4.061,13.220,4.867,6.996,977.0,824,1.011
2017,4,Jujuy,345.0,5.364,26.566,7.721,3.507,44.0,3,664.0
2017,4,La Pampa,310.0,8.729,66.053,1.227,792.0,391.0,81,398.0
2017,4,La Rioja,9.0,1.488,40.777,4.083,5.813,22.0,3,588.0
2017,4,Mendoza,26.0,1.656,177.646,438.0,278.0,29.0,81,571.0
2017,4,Misiones,1.053,3.9,41.723,23.131,22.262,9.091,2.735,1.132
2017,4,Neuquén,1.396,2.372,68.036,1.325,22.781,7.528,6.300,1.072
2017,4,Río Negro,409.0,5.598,81.078,485.0,12.502,3.447,2.440,805.0
2017,4,Salta,636.0,4.275,73.284,32.842,18.968,3.559,84,845.0
2017,4,San Juan,22.0,1.062,57.525,9.0,0.0,2.0,2,583.0
2017,4,San Luis,59.0,101.0,12.822,8.0,0.0,1.0,7,573.0
2017,4,Santa Cruz,68.0,78.0,29.073,655.0,100.0,1.0,3,521.0
2017,4,Santa Fe,3.109,34.132,309.998,108.939,151.329,30.736,19.602,1.03
2017,4,Santiago Del Estero,41.0,3.091,43.544,18.773,3.359,32.0,2,617.0
2017,4,Tierra Del Fuego,6.0,310.0,31.334,2.0,0.0,0.0,0,520.0
2017,4,Tucumán,105.0,8.164,78.750,45.241,24.318,1.303,4.367,911.0
2017,3,Buenos Aires,6.577,51.411,1.733.479,311.652,676.137,140.812,108.400,843.0
2017,3,Capital Federal,283.0,33.924,590.689,311.411,426.3,120.675,91.917,1.064
2017,3,Catamarca,52.0,3.204,15.383,5.758,2.563,50.0,1,526.0
2017,3,Chaco,95.0,3.496,40.059,23.008,20.307,3.827,2.004,848.0
2017,3,Chubut,436.0,3.989,71.843,2.336,3.0,0.0,0,348.0
2017,3,Córdoba,327.0,26.154,309.161,100.113,189.302,38.131,16.741,912.0
2017,3,Corrientes,24.0,5.629,44.305,22.785,15.576,2.635,1.607,745.0
2017,3,Entre Ríos,1.691,7.545,98.032,42.947,29.011,3.878,2.397,699.0
2017,3,Formosa,1.063,3.716,13.752,5.187,6.056,899.0,459,707.0
2017,3,Jujuy,337.0,5.723,26.835,7.369,2.962,41.0,2,469.0
2017,3,La Pampa,343.0,8.244,64.794,855.0,588.0,327.0,51,344.0
2017,3,La Rioja,16.0,1.497,40.882,3.899,5.604,23.0,3,501.0
2017,3,Mendoza,32.0,95.0,158.461,115.0,67.0,29.0,19,351.0
2017,3,Misiones,1.058,4.123,42.900,22.808,23.913,3.843,1.881,843.0
2017,3,Neuquén,2.036,1.457,72.532,1.034,20.213,7.067,4.937,817.0
2017,3,Río Negro,422.0,5.641,83.900,306.0,10.116,2.965,1.659,549.0
2017,3,Salta,645.0,4.494,78.830,32.433,14.62,2.315,63,613.0
2017,3,San Juan,31.0,1.077,57.582,1.0,0.0,2.0,2,345.0
2017,3,San Luis,63.0,3.0,12.325,7.0,0.0,1.0,7,350.0
2017,3,Santa Cruz,188.0,23.0,29.102,542.0,66.0,33.0,1,361.0
2017,3,Santa Fe,3.116,34.019,320.017,104.453,125.339,24.536,12.982,779.0
2017,3,Santiago Del Estero,69.0,3.288,40.435,18.489,3.047,30.0,2,518.0
2017,3,Tierra Del Fuego,9.0,297.0,33.858,0.0,0.0,0.0,0,348.0
2017,3,Tucumán,109.0,8.948,83.070,45.302,20.514,1.361,655,639.0
2017,2,Buenos Aires,7.548,47.472,1.910.156,299.009,573.298,93.059,46.178,720.0
2017,2,Capital Federal,556.0,35.663,726.223,304.97,378.571,80.234,37.977,884.0
2017,2,Catamarca,15.0,3.318,15.655,5.325,2.342,47.0,1,510.0
2017,2,Chaco,191.0,3.733,42.590,22.349,18.044,3.157,545,769.0
2017,2,Chubut,403.0,4.186,73.760,1.88,0.0,0.0,0,345.0
2017,2,Córdoba,251.0,26.862,370.865,88.479,146.683,20.351,5.069,742.0
2017,2,Corrientes,15.0,5.912,46.483,21.776,13.043,2.218,647,679.0
2017,2,Entre Ríos,1.68,7.944,104.422,41.8,23.524,2.604,823,629.0
2017,2,Formosa,1.486,3.419,14.787,4.795,4.583,749.0,139,618.0
2017,2,Jujuy,311.0,5.877,26.915,6.974,2.538,42.0,1,454.0
2017,2,La Pampa,356.0,8.633,59.045,558.0,336.0,244.0,21,332.0
2017,2,La Rioja,9.0,1.554,9.304,3.599,1.796,24.0,2,553.0
2017,2,Mendoza,109.0,24.0,177.203,92.0,50.0,5.0,22,351.0
2017,2,Misiones,1.011,4.447,47.244,22.033,21.599,2.892,570,760.0
2017,2,Neuquén,1.542,1.395,81.272,849.0,18.051,4.774,1.703,670.0
2017,2,Río Negro,973.0,5.606,88.085,245.0,7.99,1.921,559,474.0
2017,2,Salta,594.0,4.719,67.576,23.185,11.333,1.068,76,576.0
2017,2,San Juan,15.0,193.0,58.588,0.0,0.0,0.0,4,349.0
2017,2,San Luis,8.0,4.0,14.014,0.0,0.0,1.0,2,350.0
2017,2,Santa Cruz,188.0,24.0,30.913,541.0,66.0,33.0,0,360.0
2017,2,Santa Fe,4.967,38.721,311.830,92.854,97.563,16.794,4.275,684.0
2017,2,Santiago Del Estero,26.0,3.539,20.384,6.432,2.802,16.0,0,506.0
2017,2,Tierra Del Fuego,16.0,285.0,35.409,0.0,0.0,0.0,0,348.0
2017,2,Tucumán,96.0,9.236,83.342,42.536,17.788,1.371,21,609.0
2017,1,Buenos Aires,6.017,83.918,2.057.698,402.315,523.54,90.937,22.299,668.0
2017,1,Capital Federal,510.0,1.409,678.922,218.487,277.195,66.536,19.881,835.0
2017,1,Catamarca,15.0,3.328,15.861,4.901,2.161,49.0,0,497.0
2017,1,Chaco,191.0,3.835,44.544,21.467,15.671,3.025,314,731.0
2017,1,Chubut,401.0,4.182,73.759,1.808,0.0,0.0,0,344.0
2017,1,Córdoba,50.0,28.732,391.556,82.011,118.643,19.035,2.071,680.0
2017,1,Corrientes,15.0,6.04,48.149,20.586,11.468,2.044,303,643.0
2017,1,Entre Ríos,1.68,8.08,108.379,39.146,20.562,2.254,317,595.0
